id,playerName,playerAge,playerPosition,playerHeight,playerWeight
1631132,Christian Koloko,23,C,213,104
1627783,Pascal Siakam,29,F,203,104
1630625,Dalano Banton,23,F,200,92
1629659,Talen Horton-Tucker,22,G,193,106
203903,Jordan Clarkson,31,G,195,87
1629012,Collin Sexton,24,G,187,86
1627739,Kris Dunn,29,G,190,92
1630176,Vernon Carey Jr.,22,C,208,122
1627745,Damian Jones,28,C,210,111
1631323,Simone Fontecchio,27,F,200,94
1629677,Luka Samanic,23,F,208,102
1628962,Udoka Azubuike,23,C-F,210,122
200752,Rudy Gay,36,F-G,203,113
1628374,Lauri Markkanen,26,F-C,213,108
1631117,Walker Kessler,21,C,213,111
1630695,Micah Potter,25,C,203,112
1630534,Ochai Agbaji,23,G,195,97
1630548,Johnny Juzang,22,G,198,94
203482,Kelly Olynyk,32,F-C,210,108
1629308,Juan Toscano-Anderson,30,F,198,94
1631367,Jacob Gilyard,24,G,175,72
1630214,Xavier Tillman,24,F,200,111
1631222,Jake LaRavia,21,F,200,106
203500,Steven Adams,29,C,210,120
1631246,Vince Williams Jr.,22,G,193,92
1631254,Kenneth Lofton Jr.,20,F,198,124
1630583,Santi Aldama,22,F-C,213,97
1630533,Ziaire Williams,21,F,205,83
1628379,Luke Kennard,27,G,195,93
1629630,Ja Morant,23,G,187,78
1628991,Jaren Jackson Jr.,23,F-C,208,109
1629634,Brandon Clarke,26,F,203,97
1626145,Tyus Jones,27,G,187,88
1630217,Desmond Bane,25,G,195,97
1628415,Dillon Brooks,27,G-F,198,102
1631223,David Roddy,22,F,193,115
1629723,John Konchar,27,G,195,95
1630163,LaMelo Ball,21,G,200,81
1630547,James Bouknight,22,G,193,86
1626179,Terry Rozier,29,G,185,86
1630208,Nick Richards,25,C,213,111
1631109,Mark Williams,21,C,213,108
1631121,Bryce McGowens,20,G,198,79
1628372,Dennis Smith Jr.,25,G,187,92
1630177,Theo Maledon,22,G,195,79
1628998,Cody Martin,27,F,198,92
1626162,Kelly Oubre Jr.,27,F-G,198,92
1629004,Svi Mykhailiuk,26,G-F,200,92
1630270,Xavier Sneed,25,F,195,97
202330,Gordon Hayward,33,F,200,102
1630550,JT Thor,20,F,205,92
1628424,Kobi Simmons,25,G,195,81
1630539,Kai Jones,22,C-F,210,100
1629023,P.J. Washington,24,F,200,104
1629640,Keldon Johnson,23,F-G,195,99
1628984,Devonte' Graham,28,G,185,88
1631110,Jeremy Sochan,20,F,203,104
1631104,Blake Wesley,20,G,193,83
203926,Doug McDermott,31,F,198,102
1631103,Malaki Branham,20,F,193,81
1628380,Zach Collins,25,F-C,210,113
1630170,Devin Vassell,22,G-F,195,90
203920,Khem Birch,30,C,203,105
1631230,Dominick Barlow,20,F,205,97
1629646,Charles Bassey,22,C-F,205,104
1630577,Julian Champagnie,22,F,200,98
1628966,Keita Bates-Diop,27,F,203,103
1630200,Tre Jones,23,G,185,83
1629641,Romeo Langford,23,G-F,195,97
203476,Gorgui Dieng,33,C,208,112
1630572,Sandro Mamukelashvili,24,F-C,208,108
1631098,Johnny Davis,21,G,193,88
203078,Bradley Beal,30,G,193,93
204001,Kristaps Porzingis,27,F-C,220,108
1630692,Jordan Goodwin,24,G,190,90
1630166,Deni Avdija,22,F,205,95
1641645,Xavier Cooks,27,F,203,83
1630225,Isaiah Todd,21,F,205,99
1630264,Anthony Gill,30,F,203,104
1629134,Kendrick Nunn,27,G,190,86
1629655,Daniel Gafford,24,F-C,208,106
1628420,Monte Morris,28,G,187,83
1630557,Corey Kispert,24,F,198,101
1631245,Quenton Jackson,24,G,195,78
1628398,Kyle Kuzma,27,F,205,100
1630643,Jay Huff,25,C,215,108
1626153,Delon Wright,31,G,195,83
201959,Taj Gibson,38,F,205,105
203081,Damian Lillard,32,G,187,88
1629014,Anfernee Simons,24,G,190,82
1630570,Trendon Watford,22,F,203,107
1629680,Matisse Thybulle,26,G-F,195,91
1629629,Cam Reddish,23,F-G,200,98
1630553,Keon Johnson,21,G,190,83
203924,Jerami Grant,29,F,203,95
1629642,Nassir Little,23,F-G,195,99
1628995,Kevin Knox II,23,F,200,97
1631101,Shaedon Sharpe,20,G,195,90
1631219,John Butler Jr.,20,F,213,86
1629234,Drew Eubanks,26,F-C,208,111
1626159,Justise Winslow,27,F-G,198,100
203994,Jusuf Nurkic,28,C,213,131
1631133,Jabari Walker,20,F,200,90
1630641,Ibou Badji,20,C,215,108
1631466,Nate Williams,24,G,195,92
1631105,Jalen Duren,19,C,210,113
1630595,Cade Cunningham,21,G,200,99
202692,Alec Burks,31,G,198,97
1628977,Hamidou Diallo,24,G,195,91
1630165,Killian Hayes,21,G,195,88
1631197,Jared Rhoden,23,G,198,95
1630587,Isaiah Livers,24,F,198,105
1630164,James Wiseman,22,C,213,108
1630181,R.J. Hampton,22,G,193,79
203585,Rodney McGruder,31,G,193,92
202709,Cory Joseph,31,G,190,90
1631093,Jaden Ivey,21,G,193,88
1631205,Buddy Boeheim,23,F,198,92
1630191,Isaiah Stewart,22,F-C,203,113
1628963,Marvin Bagley III,24,F,208,106
202711,Bojan Bogdanovic,34,F,200,102
1630647,Eugene Omoruyi,26,F,198,106
